"subject" "activity" "..1"
1 "LAYING" -0.697411069729937
1 "LAYING" -0.699976372277643
1 "LAYING" -0.779767633083527
1 "LAYING" -0.792190209274884
1 "SITTING" 0.274347260646063
1 "SITTING" -0.0177434918458972
1 "SITTING" -0.108925032737064
1 "SITTING" -0.607783818968688
1 "SITTING" -0.510191378479501
1 "SITTING" -0.61306429934125
1 "SITTING" 0.669226222373046
1 "SITTING" 0.00403879092060517
1 "SITTING" 0.0921508600211059
1 "SITTING" -0.965207115039421
1 "SITTING" -0.95440802665318
1 "SITTING" -0.938900969424022
1 "SITTING" 0.0789381220355816
1 "SITTING" 0.0079481069090025
1 "SITTING" -0.00467469823628666
1 "SITTING" -0.63978102073413
1 "SITTING" -0.607971599340832
1 "SITTING" -0.762820240449202
1 "SITTING" -0.0309824871713436
1 "SITTING" -0.0747194855994359
1 "SITTING" 0.088357304227173
1 "SITTING" -0.721192598029789
1 "SITTING" -0.682653506899942
1 "SITTING" -0.653665674372188
1 "SITTING" -0.0967092754729682
1 "SITTING" -0.0423181079782632
1 "SITTING" -0.0548303497968374
1 "SITTING" -0.731348533131935
1 "SITTING" -0.786062320321895
1 "SITTING" -0.739932395222129
1 "SITTING" -0.54822165976717
1 "SITTING" -0.591225327146546
1 "SITTING" -0.54822165976717
1 "SITTING" -0.591225327146546
1 "SITTING" -0.649417950650692
1 "SITTING" -0.627762945785391
1 "SITTING" -0.60524856977632
1 "SITTING" -0.662533062898382
1 "SITTING" -0.762137610987416
1 "SITTING" -0.77799317279698
1 "SITTING" -0.622761658493734
1 "SITTING" -0.53749328145871
1 "SITTING" -0.665033506271952
1 "SITTING" -0.603356276555826
1 "SITTING" -0.528420009576204
1 "SITTING" -0.617874813333395
1 "SITTING" -0.656713524546605
1 "SITTING" -0.628961179980356
1 "SITTING" -0.743608246170053
1 "SITTING" -0.654979816705833
1 "SITTING" -0.612243590244114
1 "SITTING" -0.780928428167213
1 "SITTING" -0.672094306818974
1 "SITTING" -0.70621663959074
1 "SITTING" -0.644192752866115
1 "SITTING" -0.738594816501343
1 "SITTING" -0.674226934551517
1 "SITTING" -0.690446312501126
1 "SITTING" -0.585962696268539
1 "SITTING" -0.659531216655476
1 "SITTING" -0.620789916331592
1 "SITTING" -0.640076803144351
1 "SITTING" -0.697411069729937
1 "SITTING" -0.699976372277643
1 "SITTING" -0.779767633083527
1 "SITTING" -0.792190209274884
1 "STANDING" 0.274347260646063
1 "STANDING" -0.0177434918458972
1 "STANDING" -0.108925032737064
1 "STANDING" -0.607783818968688
1 "STANDING" -0.510191378479501
1 "STANDING" -0.61306429934125
1 "STANDING" 0.669226222373046
1 "STANDING" 0.00403879092060517
1 "STANDING" 0.0921508600211059
1 "STANDING" -0.965207115039421
1 "STANDING" -0.95440802665318
1 "STANDING" -0.938900969424022
1 "STANDING" 0.0789381220355816
1 "STANDING" 0.0079481069090025
1 "STANDING" -0.00467469823628666
1 "STANDING" -0.63978102073413
1 "STANDING" -0.607971599340832
1 "STANDING" -0.762820240449202
1 "STANDING" -0.0309824871713436
1 "STANDING" -0.0747194855994359
1 "STANDING" 0.088357304227173
1 "STANDING" -0.721192598029789
1 "STANDING" -0.682653506899942
1 "STANDING" -0.653665674372188
1 "STANDING" -0.0967092754729682
1 "STANDING" -0.0423181079782632
1 "STANDING" -0.0548303497968374
1 "STANDING" -0.731348533131935
1 "STANDING" -0.786062320321895
1 "STANDING" -0.739932395222129
1 "STANDING" -0.54822165976717
1 "STANDING" -0.591225327146546
1 "STANDING" -0.54822165976717
1 "STANDING" -0.591225327146546
1 "STANDING" -0.649417950650692
1 "STANDING" -0.627762945785391
1 "STANDING" -0.60524856977632
1 "STANDING" -0.662533062898382
1 "STANDING" -0.762137610987416
1 "STANDING" -0.77799317279698
1 "STANDING" -0.622761658493734
1 "STANDING" -0.53749328145871
1 "STANDING" -0.665033506271952
1 "STANDING" -0.603356276555826
1 "STANDING" -0.528420009576204
1 "STANDING" -0.617874813333395
1 "STANDING" -0.656713524546605
1 "STANDING" -0.628961179980356
1 "STANDING" -0.743608246170053
1 "STANDING" -0.654979816705833
1 "STANDING" -0.612243590244114
1 "STANDING" -0.780928428167213
1 "STANDING" -0.672094306818974
1 "STANDING" -0.70621663959074
1 "STANDING" -0.644192752866115
1 "STANDING" -0.738594816501343
1 "STANDING" -0.674226934551517
1 "STANDING" -0.690446312501126
1 "STANDING" -0.585962696268539
1 "STANDING" -0.659531216655476
1 "STANDING" -0.620789916331592
1 "STANDING" -0.640076803144351
1 "STANDING" -0.697411069729937
1 "STANDING" -0.699976372277643
1 "STANDING" -0.779767633083527
1 "STANDING" -0.792190209274884
1 "WALKING" 0.274347260646063
1 "WALKING" -0.0177434918458972
1 "WALKING" -0.108925032737064
1 "WALKING" -0.607783818968688
1 "WALKING" -0.510191378479501
1 "WALKING" -0.61306429934125
1 "WALKING" 0.669226222373046
1 "WALKING" 0.00403879092060517
1 "WALKING" 0.0921508600211059
1 "WALKING" -0.965207115039421
1 "WALKING" -0.95440802665318
1 "WALKING" -0.938900969424022
1 "WALKING" 0.0789381220355816
1 "WALKING" 0.0079481069090025
1 "WALKING" -0.00467469823628666
1 "WALKING" -0.63978102073413
1 "WALKING" -0.607971599340832
1 "WALKING" -0.762820240449202
1 "WALKING" -0.0309824871713436
1 "WALKING" -0.0747194855994359
1 "WALKING" 0.088357304227173
1 "WALKING" -0.721192598029789
1 "WALKING" -0.682653506899942
1 "WALKING" -0.653665674372188
1 "WALKING" -0.0967092754729682
1 "WALKING" -0.0423181079782632
1 "WALKING" -0.0548303497968374
1 "WALKING" -0.731348533131935
1 "WALKING" -0.786062320321895
1 "WALKING" -0.739932395222129
1 "WALKING" -0.54822165976717
1 "WALKING" -0.591225327146546
1 "WALKING" -0.54822165976717
1 "WALKING" -0.591225327146546
1 "WALKING" -0.649417950650692
1 "WALKING" -0.627762945785391
1 "WALKING" -0.60524856977632
1 "WALKING" -0.662533062898382
1 "WALKING" -0.762137610987416
1 "WALKING" -0.77799317279698
1 "WALKING" -0.622761658493734
1 "WALKING" -0.53749328145871
1 "WALKING" -0.665033506271952
1 "WALKING" -0.603356276555826
1 "WALKING" -0.528420009576204
1 "WALKING" -0.617874813333395
1 "WALKING" -0.656713524546605
1 "WALKING" -0.628961179980356
1 "WALKING" -0.743608246170053
1 "WALKING" -0.654979816705833
1 "WALKING" -0.612243590244114
1 "WALKING" -0.780928428167213
1 "WALKING" -0.672094306818974
1 "WALKING" -0.70621663959074
1 "WALKING" -0.644192752866115
1 "WALKING" -0.738594816501343
1 "WALKING" -0.674226934551517
1 "WALKING" -0.690446312501126
1 "WALKING" -0.585962696268539
1 "WALKING" -0.659531216655476
1 "WALKING" -0.620789916331592
1 "WALKING" -0.640076803144351
1 "WALKING" -0.697411069729937
1 "WALKING" -0.699976372277643
1 "WALKING" -0.779767633083527
1 "WALKING" -0.792190209274884
1 "WALKING_DOWNSTAIRS" 0.274347260646063
1 "WALKING_DOWNSTAIRS" -0.0177434918458972
1 "WALKING_DOWNSTAIRS" -0.108925032737064
1 "WALKING_DOWNSTAIRS" -0.607783818968688
1 "WALKING_DOWNSTAIRS" -0.510191378479501
1 "WALKING_DOWNSTAIRS" -0.61306429934125
1 "WALKING_DOWNSTAIRS" 0.669226222373046
1 "WALKING_DOWNSTAIRS" 0.00403879092060517
1 "WALKING_DOWNSTAIRS" 0.0921508600211059
1 "WALKING_DOWNSTAIRS" -0.965207115039421
1 "WALKING_DOWNSTAIRS" -0.95440802665318
1 "WALKING_DOWNSTAIRS" -0.938900969424022
1 "WALKING_DOWNSTAIRS" 0.0789381220355816
1 "WALKING_DOWNSTAIRS" 0.0079481069090025
1 "WALKING_DOWNSTAIRS" -0.00467469823628666
1 "WALKING_DOWNSTAIRS" -0.63978102073413
1 "WALKING_DOWNSTAIRS" -0.607971599340832
1 "WALKING_DOWNSTAIRS" -0.762820240449202
1 "WALKING_DOWNSTAIRS" -0.0309824871713436
1 "WALKING_DOWNSTAIRS" -0.0747194855994359
1 "WALKING_DOWNSTAIRS" 0.088357304227173
1 "WALKING_DOWNSTAIRS" -0.721192598029789
1 "WALKING_DOWNSTAIRS" -0.682653506899942
1 "WALKING_DOWNSTAIRS" -0.653665674372188
1 "WALKING_DOWNSTAIRS" -0.0967092754729682
1 "WALKING_DOWNSTAIRS" -0.0423181079782632
1 "WALKING_DOWNSTAIRS" -0.0548303497968374
1 "WALKING_DOWNSTAIRS" -0.731348533131935
1 "WALKING_DOWNSTAIRS" -0.786062320321895
1 "WALKING_DOWNSTAIRS" -0.739932395222129
1 "WALKING_DOWNSTAIRS" -0.54822165976717
1 "WALKING_DOWNSTAIRS" -0.591225327146546
1 "WALKING_DOWNSTAIRS" -0.54822165976717
1 "WALKING_DOWNSTAIRS" -0.591225327146546
1 "WALKING_DOWNSTAIRS" -0.649417950650692
1 "WALKING_DOWNSTAIRS" -0.627762945785391
1 "WALKING_DOWNSTAIRS" -0.60524856977632
1 "WALKING_DOWNSTAIRS" -0.662533062898382
1 "WALKING_DOWNSTAIRS" -0.762137610987416
1 "WALKING_DOWNSTAIRS" -0.77799317279698
1 "WALKING_DOWNSTAIRS" -0.622761658493734
1 "WALKING_DOWNSTAIRS" -0.53749328145871
1 "WALKING_DOWNSTAIRS" -0.665033506271952
1 "WALKING_DOWNSTAIRS" -0.603356276555826
1 "WALKING_DOWNSTAIRS" -0.528420009576204
1 "WALKING_DOWNSTAIRS" -0.617874813333395
1 "WALKING_DOWNSTAIRS" -0.656713524546605
1 "WALKING_DOWNSTAIRS" -0.628961179980356
1 "WALKING_DOWNSTAIRS" -0.743608246170053
1 "WALKING_DOWNSTAIRS" -0.654979816705833
1 "WALKING_DOWNSTAIRS" -0.612243590244114
1 "WALKING_DOWNSTAIRS" -0.780928428167213
1 "WALKING_DOWNSTAIRS" -0.672094306818974
1 "WALKING_DOWNSTAIRS" -0.70621663959074
1 "WALKING_DOWNSTAIRS" -0.644192752866115
1 "WALKING_DOWNSTAIRS" -0.738594816501343
1 "WALKING_DOWNSTAIRS" -0.674226934551517
1 "WALKING_DOWNSTAIRS" -0.690446312501126
1 "WALKING_DOWNSTAIRS" -0.585962696268539
1 "WALKING_DOWNSTAIRS" -0.659531216655476
1 "WALKING_DOWNSTAIRS" -0.620789916331592
1 "WALKING_DOWNSTAIRS" -0.640076803144351
1 "WALKING_DOWNSTAIRS" -0.697411069729937
1 "WALKING_DOWNSTAIRS" -0.699976372277643
1 "WALKING_DOWNSTAIRS" -0.779767633083527
1 "WALKING_DOWNSTAIRS" -0.792190209274884
1 "WALKING_UPSTAIRS" 0.274347260646063
1 "WALKING_UPSTAIRS" -0.0177434918458972
1 "WALKING_UPSTAIRS" -0.108925032737064
1 "WALKING_UPSTAIRS" -0.607783818968688
1 "WALKING_UPSTAIRS" -0.510191378479501
1 "WALKING_UPSTAIRS" -0.61306429934125
1 "WALKING_UPSTAIRS" 0.669226222373046
1 "WALKING_UPSTAIRS" 0.00403879092060517
1 "WALKING_UPSTAIRS" 0.0921508600211059
1 "WALKING_UPSTAIRS" -0.965207115039421
1 "WALKING_UPSTAIRS" -0.95440802665318
1 "WALKING_UPSTAIRS" -0.938900969424022
1 "WALKING_UPSTAIRS" 0.0789381220355816
1 "WALKING_UPSTAIRS" 0.0079481069090025
1 "WALKING_UPSTAIRS" -0.00467469823628666
1 "WALKING_UPSTAIRS" -0.63978102073413
1 "WALKING_UPSTAIRS" -0.607971599340832
1 "WALKING_UPSTAIRS" -0.762820240449202
1 "WALKING_UPSTAIRS" -0.0309824871713436
1 "WALKING_UPSTAIRS" -0.0747194855994359
1 "WALKING_UPSTAIRS" 0.088357304227173
1 "WALKING_UPSTAIRS" -0.721192598029789
1 "WALKING_UPSTAIRS" -0.682653506899942
1 "WALKING_UPSTAIRS" -0.653665674372188
1 "WALKING_UPSTAIRS" -0.0967092754729682
1 "WALKING_UPSTAIRS" -0.0423181079782632
1 "WALKING_UPSTAIRS" -0.0548303497968374
1 "WALKING_UPSTAIRS" -0.731348533131935
1 "WALKING_UPSTAIRS" -0.786062320321895
1 "WALKING_UPSTAIRS" -0.739932395222129
1 "WALKING_UPSTAIRS" -0.54822165976717
1 "WALKING_UPSTAIRS" -0.591225327146546
1 "WALKING_UPSTAIRS" -0.54822165976717
1 "WALKING_UPSTAIRS" -0.591225327146546
1 "WALKING_UPSTAIRS" -0.649417950650692
1 "WALKING_UPSTAIRS" -0.627762945785391
1 "WALKING_UPSTAIRS" -0.60524856977632
1 "WALKING_UPSTAIRS" -0.662533062898382
1 "WALKING_UPSTAIRS" -0.762137610987416
1 "WALKING_UPSTAIRS" -0.77799317279698
1 "WALKING_UPSTAIRS" -0.622761658493734
1 "WALKING_UPSTAIRS" -0.53749328145871
1 "WALKING_UPSTAIRS" -0.665033506271952
1 "WALKING_UPSTAIRS" -0.603356276555826
1 "WALKING_UPSTAIRS" -0.528420009576204
1 "WALKING_UPSTAIRS" -0.617874813333395
1 "WALKING_UPSTAIRS" -0.656713524546605
1 "WALKING_UPSTAIRS" -0.628961179980356
1 "WALKING_UPSTAIRS" -0.743608246170053
1 "WALKING_UPSTAIRS" -0.654979816705833
1 "WALKING_UPSTAIRS" -0.612243590244114
1 "WALKING_UPSTAIRS" -0.780928428167213
1 "WALKING_UPSTAIRS" -0.672094306818974
1 "WALKING_UPSTAIRS" -0.70621663959074
1 "WALKING_UPSTAIRS" -0.644192752866115
1 "WALKING_UPSTAIRS" -0.738594816501343
1 "WALKING_UPSTAIRS" -0.674226934551517
1 "WALKING_UPSTAIRS" -0.690446312501126
1 "WALKING_UPSTAIRS" -0.585962696268539
1 "WALKING_UPSTAIRS" -0.659531216655476
1 "WALKING_UPSTAIRS" -0.620789916331592
1 "WALKING_UPSTAIRS" -0.640076803144351
1 "WALKING_UPSTAIRS" -0.697411069729937
1 "WALKING_UPSTAIRS" -0.699976372277643
1 "WALKING_UPSTAIRS" -0.779767633083527
1 "WALKING_UPSTAIRS" -0.792190209274884
2 "LAYING" 0.274347260646063
2 "LAYING" -0.0177434918458972
2 "LAYING" -0.108925032737064
2 "LAYING" -0.607783818968688
2 "LAYING" -0.510191378479501
2 "LAYING" -0.61306429934125
2 "LAYING" 0.669226222373046
2 "LAYING" 0.00403879092060517
2 "LAYING" 0.0921508600211059
2 "LAYING" -0.965207115039421
2 "LAYING" -0.95440802665318
2 "LAYING" -0.938900969424022
2 "LAYING" 0.0789381220355816
2 "LAYING" 0.0079481069090025
2 "LAYING" -0.00467469823628666
2 "LAYING" -0.63978102073413
2 "LAYING" -0.607971599340832
2 "LAYING" -0.762820240449202
2 "LAYING" -0.0309824871713436
2 "LAYING" -0.0747194855994359
2 "LAYING" 0.088357304227173
2 "LAYING" -0.721192598029789
2 "LAYING" -0.682653506899942
2 "LAYING" -0.653665674372188
2 "LAYING" -0.0967092754729682
2 "LAYING" -0.0423181079782632
2 "LAYING" -0.0548303497968374
2 "LAYING" -0.731348533131935
2 "LAYING" -0.786062320321895
2 "LAYING" -0.739932395222129
2 "LAYING" -0.54822165976717
2 "LAYING" -0.591225327146546
2 "LAYING" -0.54822165976717
2 "LAYING" -0.591225327146546
2 "LAYING" -0.649417950650692
2 "LAYING" -0.627762945785391
2 "LAYING" -0.60524856977632
2 "LAYING" -0.662533062898382
2 "LAYING" -0.762137610987416
2 "LAYING" -0.77799317279698
2 "LAYING" -0.622761658493734
2 "LAYING" -0.53749328145871
2 "LAYING" -0.665033506271952
2 "LAYING" -0.603356276555826
2 "LAYING" -0.528420009576204
2 "LAYING" -0.617874813333395
2 "LAYING" -0.656713524546605
2 "LAYING" -0.628961179980356
2 "LAYING" -0.743608246170053
2 "LAYING" -0.654979816705833
2 "LAYING" -0.612243590244114
2 "LAYING" -0.780928428167213
2 "LAYING" -0.672094306818974
2 "LAYING" -0.70621663959074
2 "LAYING" -0.644192752866115
2 "LAYING" -0.738594816501343
2 "LAYING" -0.674226934551517
2 "LAYING" -0.690446312501126
2 "LAYING" -0.585962696268539
2 "LAYING" -0.659531216655476
2 "LAYING" -0.620789916331592
2 "LAYING" -0.640076803144351
2 "LAYING" -0.697411069729937
2 "LAYING" -0.699976372277643
2 "LAYING" -0.779767633083527
2 "LAYING" -0.792190209274884
2 "SITTING" 0.274347260646063
2 "SITTING" -0.0177434918458972
2 "SITTING" -0.108925032737064
2 "SITTING" -0.607783818968688
2 "SITTING" -0.510191378479501
2 "SITTING" -0.61306429934125
2 "SITTING" 0.669226222373046
2 "SITTING" 0.00403879092060517
2 "SITTING" 0.0921508600211059
2 "SITTING" -0.965207115039421
2 "SITTING" -0.95440802665318
2 "SITTING" -0.938900969424022
2 "SITTING" 0.0789381220355816
2 "SITTING" 0.0079481069090025
2 "SITTING" -0.00467469823628666
2 "SITTING" -0.63978102073413
2 "SITTING" -0.607971599340832
2 "SITTING" -0.762820240449202
2 "SITTING" -0.0309824871713436
2 "SITTING" -0.0747194855994359
2 "SITTING" 0.088357304227173
2 "SITTING" -0.721192598029789
2 "SITTING" -0.682653506899942
2 "SITTING" -0.653665674372188
2 "SITTING" -0.0967092754729682
2 "SITTING" -0.0423181079782632
2 "SITTING" -0.0548303497968374
2 "SITTING" -0.731348533131935
2 "SITTING" -0.786062320321895
2 "SITTING" -0.739932395222129
2 "SITTING" -0.54822165976717
2 "SITTING" -0.591225327146546
2 "SITTING" -0.54822165976717
2 "SITTING" -0.591225327146546
2 "SITTING" -0.649417950650692
2 "SITTING" -0.627762945785391
2 "SITTING" -0.60524856977632
2 "SITTING" -0.662533062898382
2 "SITTING" -0.762137610987416
2 "SITTING" -0.77799317279698
2 "SITTING" -0.622761658493734
2 "SITTING" -0.53749328145871
2 "SITTING" -0.665033506271952
2 "SITTING" -0.603356276555826
2 "SITTING" -0.528420009576204
2 "SITTING" -0.617874813333395
2 "SITTING" -0.656713524546605
2 "SITTING" -0.628961179980356
2 "SITTING" -0.743608246170053
2 "SITTING" -0.654979816705833
2 "SITTING" -0.612243590244114
2 "SITTING" -0.780928428167213
2 "SITTING" -0.672094306818974
2 "SITTING" -0.70621663959074
2 "SITTING" -0.644192752866115
2 "SITTING" -0.738594816501343
2 "SITTING" -0.674226934551517
2 "SITTING" -0.690446312501126
2 "SITTING" -0.585962696268539
2 "SITTING" -0.659531216655476
2 "SITTING" -0.620789916331592
2 "SITTING" -0.640076803144351
2 "SITTING" -0.697411069729937
2 "SITTING" -0.699976372277643
2 "SITTING" -0.779767633083527
2 "SITTING" -0.792190209274884
2 "STANDING" 0.274347260646063
2 "STANDING" -0.0177434918458972
2 "STANDING" -0.108925032737064
2 "STANDING" -0.607783818968688
2 "STANDING" -0.510191378479501
2 "STANDING" -0.61306429934125
2 "STANDING" 0.669226222373046
2 "STANDING" 0.00403879092060517
2 "STANDING" 0.0921508600211059
2 "STANDING" -0.965207115039421
2 "STANDING" -0.95440802665318
2 "STANDING" -0.938900969424022
2 "STANDING" 0.0789381220355816
2 "STANDING" 0.0079481069090025
2 "STANDING" -0.00467469823628666
2 "STANDING" -0.63978102073413
2 "STANDING" -0.607971599340832
2 "STANDING" -0.762820240449202
2 "STANDING" -0.0309824871713436
2 "STANDING" -0.0747194855994359
2 "STANDING" 0.088357304227173
2 "STANDING" -0.721192598029789
2 "STANDING" -0.682653506899942
2 "STANDING" -0.653665674372188
2 "STANDING" -0.0967092754729682
2 "STANDING" -0.0423181079782632
2 "STANDING" -0.0548303497968374
2 "STANDING" -0.731348533131935
2 "STANDING" -0.786062320321895
2 "STANDING" -0.739932395222129
2 "STANDING" -0.54822165976717
2 "STANDING" -0.591225327146546
2 "STANDING" -0.54822165976717
2 "STANDING" -0.591225327146546
2 "STANDING" -0.649417950650692
2 "STANDING" -0.627762945785391
2 "STANDING" -0.60524856977632
2 "STANDING" -0.662533062898382
2 "STANDING" -0.762137610987416
2 "STANDING" -0.77799317279698
2 "STANDING" -0.622761658493734
2 "STANDING" -0.53749328145871
2 "STANDING" -0.665033506271952
2 "STANDING" -0.603356276555826
2 "STANDING" -0.528420009576204
2 "STANDING" -0.617874813333395
2 "STANDING" -0.656713524546605
2 "STANDING" -0.628961179980356
2 "STANDING" -0.743608246170053
2 "STANDING" -0.654979816705833
2 "STANDING" -0.612243590244114
2 "STANDING" -0.780928428167213
2 "STANDING" -0.672094306818974
2 "STANDING" -0.70621663959074
2 "STANDING" -0.644192752866115
2 "STANDING" -0.738594816501343
2 "STANDING" -0.674226934551517
2 "STANDING" -0.690446312501126
2 "STANDING" -0.585962696268539
2 "STANDING" -0.659531216655476
2 "STANDING" -0.620789916331592
2 "STANDING" -0.640076803144351
2 "STANDING" -0.697411069729937
2 "STANDING" -0.699976372277643
2 "STANDING" -0.779767633083527
2 "STANDING" -0.792190209274884
2 "WALKING" 0.274347260646063
2 "WALKING" -0.0177434918458972
2 "WALKING" -0.108925032737064
2 "WALKING" -0.607783818968688
2 "WALKING" -0.510191378479501
2 "WALKING" -0.61306429934125
2 "WALKING" 0.669226222373046
2 "WALKING" 0.00403879092060517
2 "WALKING" 0.0921508600211059
2 "WALKING" -0.965207115039421
2 "WALKING" -0.95440802665318
2 "WALKING" -0.938900969424022
2 "WALKING" 0.0789381220355816
2 "WALKING" 0.0079481069090025
2 "WALKING" -0.00467469823628666
2 "WALKING" -0.63978102073413
2 "WALKING" -0.607971599340832
2 "WALKING" -0.762820240449202
2 "WALKING" -0.0309824871713436
2 "WALKING" -0.0747194855994359
2 "WALKING" 0.088357304227173
2 "WALKING" -0.721192598029789
2 "WALKING" -0.682653506899942
2 "WALKING" -0.653665674372188
2 "WALKING" -0.0967092754729682
2 "WALKING" -0.0423181079782632
2 "WALKING" -0.0548303497968374
2 "WALKING" -0.731348533131935
2 "WALKING" -0.786062320321895
2 "WALKING" -0.739932395222129
2 "WALKING" -0.54822165976717
2 "WALKING" -0.591225327146546
2 "WALKING" -0.54822165976717
2 "WALKING" -0.591225327146546
2 "WALKING" -0.649417950650692
2 "WALKING" -0.627762945785391
2 "WALKING" -0.60524856977632
2 "WALKING" -0.662533062898382
2 "WALKING" -0.762137610987416
2 "WALKING" -0.77799317279698
2 "WALKING" -0.622761658493734
2 "WALKING" -0.53749328145871
2 "WALKING" -0.665033506271952
2 "WALKING" -0.603356276555826
2 "WALKING" -0.528420009576204
2 "WALKING" -0.617874813333395
2 "WALKING" -0.656713524546605
2 "WALKING" -0.628961179980356
2 "WALKING" -0.743608246170053
2 "WALKING" -0.654979816705833
2 "WALKING" -0.612243590244114
2 "WALKING" -0.780928428167213
2 "WALKING" -0.672094306818974
2 "WALKING" -0.70621663959074
2 "WALKING" -0.644192752866115
2 "WALKING" -0.738594816501343
2 "WALKING" -0.674226934551517
2 "WALKING" -0.690446312501126
2 "WALKING" -0.585962696268539
2 "WALKING" -0.659531216655476
2 "WALKING" -0.620789916331592
2 "WALKING" -0.640076803144351
2 "WALKING" -0.697411069729937
2 "WALKING" -0.699976372277643
2 "WALKING" -0.779767633083527
2 "WALKING" -0.792190209274884
2 "WALKING_DOWNSTAIRS" 0.274347260646063
2 "WALKING_DOWNSTAIRS" -0.0177434918458972
2 "WALKING_DOWNSTAIRS" -0.108925032737064
2 "WALKING_DOWNSTAIRS" -0.607783818968688
2 "WALKING_DOWNSTAIRS" -0.510191378479501
2 "WALKING_DOWNSTAIRS" -0.61306429934125
2 "WALKING_DOWNSTAIRS" 0.669226222373046
2 "WALKING_DOWNSTAIRS" 0.00403879092060517
2 "WALKING_DOWNSTAIRS" 0.0921508600211059
2 "WALKING_DOWNSTAIRS" -0.965207115039421
2 "WALKING_DOWNSTAIRS" -0.95440802665318
2 "WALKING_DOWNSTAIRS" -0.938900969424022
2 "WALKING_DOWNSTAIRS" 0.0789381220355816
2 "WALKING_DOWNSTAIRS" 0.0079481069090025
2 "WALKING_DOWNSTAIRS" -0.00467469823628666
2 "WALKING_DOWNSTAIRS" -0.63978102073413
2 "WALKING_DOWNSTAIRS" -0.607971599340832
2 "WALKING_DOWNSTAIRS" -0.762820240449202
2 "WALKING_DOWNSTAIRS" -0.0309824871713436
2 "WALKING_DOWNSTAIRS" -0.0747194855994359
2 "WALKING_DOWNSTAIRS" 0.088357304227173
2 "WALKING_DOWNSTAIRS" -0.721192598029789
2 "WALKING_DOWNSTAIRS" -0.682653506899942
2 "WALKING_DOWNSTAIRS" -0.653665674372188
2 "WALKING_DOWNSTAIRS" -0.0967092754729682
2 "WALKING_DOWNSTAIRS" -0.0423181079782632
2 "WALKING_DOWNSTAIRS" -0.0548303497968374
2 "WALKING_DOWNSTAIRS" -0.731348533131935
2 "WALKING_DOWNSTAIRS" -0.786062320321895
2 "WALKING_DOWNSTAIRS" -0.739932395222129
2 "WALKING_DOWNSTAIRS" -0.54822165976717
2 "WALKING_DOWNSTAIRS" -0.591225327146546
2 "WALKING_DOWNSTAIRS" -0.54822165976717
2 "WALKING_DOWNSTAIRS" -0.591225327146546
2 "WALKING_DOWNSTAIRS" -0.649417950650692
2 "WALKING_DOWNSTAIRS" -0.627762945785391
2 "WALKING_DOWNSTAIRS" -0.60524856977632
2 "WALKING_DOWNSTAIRS" -0.662533062898382
2 "WALKING_DOWNSTAIRS" -0.762137610987416
2 "WALKING_DOWNSTAIRS" -0.77799317279698
2 "WALKING_DOWNSTAIRS" -0.622761658493734
2 "WALKING_DOWNSTAIRS" -0.53749328145871
2 "WALKING_DOWNSTAIRS" -0.665033506271952
2 "WALKING_DOWNSTAIRS" -0.603356276555826
2 "WALKING_DOWNSTAIRS" -0.528420009576204
2 "WALKING_DOWNSTAIRS" -0.617874813333395
